X_gc_pc,Y_gc_pc,Z_gc_pc,R_gc_pc
3301.443574,-3793.640359,1177.541314,5029.039356
4350.197958,-2996.716215,-3974.116544,5282.473885
2983.852617,-3364.900776,1137.550635,4497.325168
7729.260307,-485.227102,-6213.260248,7744.476111
9201.352423,-4064.764606,-4618.621486,10059.184744
8166.713286,-5782.216264,-2360.171017,10006.459455
11154.441905,3000.039056,4561.047069,11550.835837
8148.687062,-5361.106534,-3203.190135,9754.104987
11527.178703,4872.022991,1914.931351,12514.489877
6039.764500,988.695617,5804.287763,6120.153122
3252.286818,3874.997012,525.837641,5058.949633
11516.881744,1487.121469,5025.803987,11612.497379
7786.485668,2601.447853,-5669.274364,8209.560889
3401.383867,-3114.073341,-2651.533022,4611.601131
9247.394072,-4680.658859,3977.642034,10364.500204
4082.080195,1905.875516,4365.757781,4505.079378
4266.686109,-2875.325529,-3982.931774,5145.105174
5658.439614,3310.629654,-4687.238822,6555.776657
11704.433931,2914.107882,-4204.735732,12061.749391
3858.393459,-3174.045953,-3280.576555,4996.175317
8045.047984,-5492.588562,-2973.077680,9741.217900
7083.157778,5839.021457,-1953.773258,9179.613046
5710.468966,3698.159328,-4418.500400,6803.369623
3105.442033,-3368.974588,-1576.392601,4581.894804
4691.461861,4797.256382,-2058.285330,6709.954037
9182.323643,-3975.053316,-4699.089863,10005.804133
12120.769514,3050.093489,-3703.619192,12498.644883
7355.116726,4602.685884,4152.756728,8676.546513
9628.682622,-4238.380960,-4331.510506,10520.237745
8466.964267,2068.569895,5884.016080,8715.989061
5031.474463,-4333.285541,3267.683498,6640.263463
5480.402716,-4789.865225,-3013.966618,7278.572854
6733.657946,-3648.206746,-4874.546992,7658.430766
9543.344490,-4099.601251,-4491.583740,10386.633452
4861.358852,-1975.823204,-4948.043291,5247.541065
3193.345238,-3798.210240,529.879222,4962.242924
11013.597905,-462.814988,5515.476078,11023.317854
8548.640420,2683.098399,-5622.806782,8959.814175
9384.415306,-3514.319882,5006.469244,10020.862980
3433.815452,3806.372730,1594.348751,5126.359519
6095.298233,-3774.937076,-4544.769280,7169.575334
3286.605352,3854.860085,872.045854,5065.739928
3736.572938,3768.951194,-2356.908310,5307.256393
5724.913472,2480.863179,5206.088590,6239.336213
8459.114894,-6091.382764,1341.341331,10424.085992
8120.571515,1750.363035,5994.403695,8307.072438
6686.200125,6057.727244,-492.455523,9022.268644
10118.525862,-4070.142414,-4294.550031,10906.448775
8139.508803,3471.502550,5193.208325,8848.894480
9968.124305,-3730.093418,-4655.540341,10643.171476
11791.975015,921.178245,-4969.285588,11827.901087
7098.656478,-5952.777665,1587.308576,9264.258509
3052.438943,3414.184300,1284.347158,4579.742125
11065.967927,5408.678622,1035.132926,12317.039036
3316.096091,3406.620827,2071.186606,4754.109668
4584.992587,5124.885543,486.502531,6876.525929
11824.147783,4944.825108,-923.957657,12816.464650
7652.067424,-6066.646227,-1410.820643,9765.159103
9047.541169,-5304.224400,-3165.998801,10487.745119
3336.423268,3957.049839,672.927080,5175.902207
10792.461688,5629.346045,-433.084988,12172.377178
5647.081468,2314.256212,-5247.358737,6102.893651
3031.046895,-3487.442894,954.704476,4620.552263
4459.137919,-2782.191793,-4224.253790,5255.901650
7473.456157,4652.980213,-4115.159963,8803.565857
4884.754916,-1456.479829,5138.427479,5097.270258
4312.108241,-2866.751864,-4033.391363,5178.083017
11501.524569,4888.032186,-1922.985965,12497.116710
11494.428421,289.643663,5247.570122,11498.077151
4641.478570,-5052.385835,1169.377676,6860.752579
8606.413634,1607.858780,-6015.357532,8755.316413
5739.015417,224.038809,5768.359686,5743.386749
7665.077056,5369.778648,-3156.647948,9358.842290
5905.413691,3559.491635,-4628.274050,6895.207869
3025.064306,3597.103407,-279.880706,4700.017763
3078.815289,3662.307000,-397.310886,4784.516292
5355.011579,-403.366881,-5585.418037,5370.181920
5871.981528,-4653.032704,3504.797845,7492.054485
8139.902503,-5288.906065,-3323.331926,9707.241633
11133.558403,3439.663497,4256.425495,11652.785404
9759.639291,-3907.232549,-4588.582185,10512.707800
10827.818771,5523.816770,1088.812035,12155.418999
10840.355669,5566.813963,800.852665,12186.169568
4930.131533,5159.451224,1479.294705,7136.254891
6545.523908,-2624.098021,-5443.736994,7051.934037
7553.179109,-6217.244847,134.851403,9782.875250
4693.825264,-4878.274527,-1855.403866,6769.753169
10833.667565,5548.329043,-934.526961,12171.783274
6920.772543,5590.240598,2514.370217,8896.509570
7845.912351,5897.090150,2041.245607,9814.989193
6658.012964,-3092.374307,-5225.797596,7341.111325
7228.705400,5635.833317,2537.690835,9166.067801
5709.294985,-3959.216388,-4183.253054,6947.765370
3908.272194,1258.881326,-4435.033317,4106.016772
11508.888858,3729.509419,-3690.354113,12098.089240
6271.995420,-3047.976242,-5128.598046,6973.384094
5956.682275,-4157.344067,-4126.342687,7263.991562
7332.430905,4884.582246,-3810.337839,8810.430562
3987.474246,-2916.691714,-3661.751705,4940.348309
9051.571592,-5134.776688,3430.242402,10406.578684
10931.599095,4735.382182,2949.137228,11913.173515
7697.620431,3903.022887,4857.845524,8630.582133
10594.374121,-1212.945870,5604.604894,10663.582920
5190.800311,-4620.770428,-3008.498248,6949.527122
6072.909589,2546.171260,5323.118326,6585.075471
11805.640304,1220.210856,4894.277163,11868.532240
11252.662920,-1883.172198,-5065.007202,11409.152480
11487.010728,5151.648479,1074.715272,12589.316801
8383.970841,-5712.834727,2512.952638,10145.316539
11745.793048,4645.707907,-2072.635015,12631.162112
4975.560084,-2470.018155,4796.591251,5554.924647
4372.464034,1981.325837,-4585.772486,4800.426419
11667.199333,4841.832638,1733.201994,12631.978608
7601.969930,-589.126274,-6196.656966,7624.763379
7453.040265,4387.476443,4393.512079,8648.569751
5613.243659,4123.353565,-3961.773795,6964.951471
3622.800655,-3180.005768,2939.111062,4820.489733
5606.781171,-1583.494185,5492.869213,5826.100663
6093.881426,-4230.353141,4122.130787,7418.306986
4764.721910,-4785.098203,-2197.365827,6752.757933
5436.122723,-225.723207,5633.235759,5440.807038
7060.520253,5637.010755,-2472.348119,9034.757136
10719.783231,-3220.249270,-4678.039039,11193.022732
8050.830602,-6244.824910,-1.768334,10188.901390
3671.304518,3408.626438,-2751.811456,5009.711675
4501.084862,2078.207392,4643.567033,4957.692094
8276.658780,230.227100,-6240.283144,8279.860209
11211.325022,-1451.325624,5229.950695,11304.873057
7800.397613,-1706.513472,-6000.282830,7984.885168
8173.704693,2703.967375,-5630.150820,8609.348870
9561.842973,-4466.174521,4119.678715,10553.461797
3183.329489,-3583.565717,1329.844173,4793.279658
8536.354408,-5221.859618,-3402.041229,10006.855872
4294.918625,-4690.634611,-1531.354297,6359.904013
9857.955035,-3771.297605,-4664.245442,10554.712838
10384.522420,-1473.644831,5632.638628,10488.562103
8342.330037,1958.034479,5927.391157,8569.035503
5623.919869,4174.444688,-3918.296619,7003.889145
6278.240074,-3674.777365,-4702.726731,7274.633125
11950.990116,4354.760128,2320.035096,12719.673758
5360.349200,-1690.182381,-5339.671849,5620.503538
5485.438459,-1515.656838,5453.703187,5690.979769
5256.386598,-4042.946310,3802.372382,6631.365993
7812.948561,-697.868277,6199.395785,7844.054140
3240.616082,-3833.381087,-686.154665,5019.601892
6739.839374,-2540.674400,5534.595556,7202.809257
5850.778099,2384.403653,5307.680493,6317.989011
4345.018971,4836.862580,1159.291730,6501.878919
10991.482818,4339.630729,3456.567516,11817.152339
11458.183797,4032.785173,3409.346772,12147.153254
5670.133139,3975.724711,4145.915210,6925.084605
11061.379681,2447.809148,-4937.553628,11328.984512
11569.923963,2570.206199,4530.443915,11851.966099
7849.930970,4867.487260,-3902.621180,9236.549597
3796.860320,2785.188161,3542.896047,4708.866253
6933.104611,-6108.426982,-540.125300,9240.174227
7618.979250,-6113.986688,1171.950203,9768.811496
4422.562366,-4980.313199,-723.600538,6660.523812
8807.187540,-4580.217330,4190.627905,9926.980566
10979.913515,4175.088889,3662.505229,11746.908872
10524.489551,-3567.338678,4527.881944,11112.640800
4797.778839,-2652.332675,4575.500145,5482.111856
8551.420044,-4817.626812,3951.238307,9815.106361
6278.232144,1216.322463,5842.643368,6394.969835
3861.647734,1831.674892,4182.172036,4274.032772
11738.310476,-587.364889,-5058.365588,11752.996654
8000.069000,5004.908575,-3732.230342,9436.642086
7610.027581,6163.931608,858.354550,9793.190116
3554.003679,-3283.541582,2709.741355,4838.655544
3764.221347,-3642.625679,-2597.844090,5238.137473
3204.915288,-3445.306095,1722.346604,4705.487869
8494.270695,2644.944097,5646.350537,8896.536625
8473.856858,-5566.314707,2812.001475,10138.545727
11853.527705,4904.886857,1007.935379,12828.251406
5718.271247,2046.908105,-5389.354097,6073.586983
5471.092510,2244.092969,5189.579443,5913.442864
3166.612098,3533.355177,-1407.309997,4744.684498
11828.709974,2251.378447,-4495.414453,12041.058283
8961.599172,-5299.518977,3194.580461,10411.299684
8338.202880,497.606077,6221.853332,8353.037715
11932.071476,337.892037,-4936.292524,11936.854725
7584.150095,-2644.237515,5631.434144,8031.894216
5342.330520,3937.031407,3971.960958,6636.317630
6117.418669,2932.566992,-5138.292971,6784.007690
11637.810770,287.254063,-5153.537146,11641.355351
3850.718772,-3645.896113,2731.762770,5302.885396
11481.250014,2875.906178,4408.707310,11835.959540
11321.781663,4945.576761,2075.508193,12354.815641
7995.823082,3550.900275,-5136.490112,8748.833038
7491.402517,-1980.879826,5890.090316,7748.870663
9478.500979,-4133.812599,-4481.111542,10340.715034
7156.226389,6169.062024,-155.171564,9448.222181
3411.570830,3027.419990,2766.232614,4561.149781
3844.899227,2219.498549,-3973.924964,4439.529690
11751.169384,2174.736757,4595.663962,11950.709680
4169.300932,-4833.953735,-123.188332,6383.586686
11630.988391,184.870997,5163.689397,11632.457532
4712.504045,5184.399897,-714.214764,7006.118516
7500.022189,-1261.933457,6085.627211,7605.446002
9655.365286,-3191.615654,5145.526276,10169.193149
12145.792144,2639.070068,-3979.459668,12429.197787
4438.804964,5037.704572,-237.472711,6714.272623
9953.713999,-4094.124533,-4345.337838,10762.819244
7843.015138,441.764235,6222.640771,7855.446652
4534.312836,4680.538090,2058.057585,6516.703899
7951.383209,4599.294357,-4222.250001,9185.750025
6223.839814,-4297.321995,4114.280509,7563.276958
3850.624180,-3178.794824,3266.235406,4993.199686
10797.627395,-3012.111592,4772.681621,11209.887314
10868.075104,4612.828681,3192.546679,11806.491643
11688.628195,5005.709725,1113.806459,12715.390632
7878.289606,-269.182940,-6234.312689,7882.886944
11615.665616,1286.324490,-5014.127223,11686.672683
11534.468987,37.916045,5230.980582,11534.531305
3588.951983,2970.373727,-3101.572255,4658.722616
10535.093556,-1310.898514,5609.654905,10616.338877
12031.624811,3253.876923,-3622.880930,12463.856170
4177.200725,-4833.368429,269.589154,6388.306213
7918.481494,-831.290431,-6187.323805,7961.996795
3352.975727,3011.592352,-2684.006328,4506.898570
8214.318449,2428.329575,-5753.400626,8565.734768
5365.937227,3428.854243,4434.250574,6367.913610
5063.426012,4389.798052,-3220.963540,6701.388656
7241.948398,-1480.891310,6003.584179,7391.810041
5428.520579,2877.030646,-4844.361590,6143.788816
4558.828006,4877.527618,-1590.234064,6676.315485
7678.086010,-6214.451582,-430.691301,9877.874935
4606.527268,-4822.093432,-1846.213985,6668.783887
7861.753825,4933.854317,3820.488933,9281.707366
4233.363692,-3292.462423,3612.712509,5362.991419
11129.623935,-2341.194841,4946.716025,11373.201933
4180.086392,-357.401749,-4831.698608,4195.337681
2962.267570,-3498.550022,358.617103,4584.199103
7468.700590,-6190.343536,519.155052,9700.610373
7829.377204,869.933787,6177.214969,7877.558772
4433.624583,4759.687193,1659.040086,6504.740511
5851.094918,-923.337591,5744.897902,5923.500995
8097.210922,5291.277407,3318.772152,9672.768027
5007.563224,5372.335508,-664.625518,7344.227547
8362.913684,2842.832010,-5556.269632,8832.894153
10613.212428,-874.058384,5660.533748,10649.143445
11531.506786,3195.987428,-4142.389308,11966.201753
4774.847122,4774.740295,-2238.790550,6752.578021
11777.330851,922.887465,-4980.644448,11813.434862
8102.821730,427.220842,-6229.743103,8114.076512
7938.858759,-1463.930594,6068.116930,8072.705320
9834.589400,-2795.994079,5316.300668,10224.320592
8158.412489,-22.361541,-6244.930965,8158.443135
3490.338699,3472.832000,-2342.866139,4923.720782
10772.860739,-448.003274,5636.147105,10782.172111
6323.573649,1181.090342,-5863.385770,6432.927646
11869.169840,3819.577511,3223.352623,12468.615202
8188.168809,1263.813067,6116.586211,8285.127151
4580.006486,-1983.529703,4745.855014,4991.076987
3425.801225,4004.507943,-958.481498,5269.933387
4199.697363,-4851.901245,287.859715,6417.040100
6808.074210,6023.367330,1003.916267,9090.150078
3140.407007,3581.750055,1159.920874,4763.516519
8318.306345,-5976.270465,-1806.500746,10242.559696
7533.911560,-5870.173070,-2047.783525,9550.851023
9818.199202,-3226.249395,5071.630119,10334.685324
7085.261900,6075.598535,-1001.719156,9333.479188
5109.818370,-4615.450639,2938.142184,6885.682855
11111.129442,5335.042457,1266.222838,12325.578100
8419.327996,69.951465,6237.684362,8419.618585
5791.539999,2434.772580,-5256.851834,6282.519644
5420.858235,-4064.564416,3896.628928,6775.425293
10927.078750,-408.490235,5566.267343,10934.711441
4179.373924,14.480739,4843.245683,4179.399010
9914.622758,-3345.999977,4958.614713,10464.007850
6900.333368,6063.639923,857.909344,9185.985505
3912.472405,-2855.064738,-3625.701275,4843.432149
7092.123778,6051.795314,1148.118251,9323.220806
7224.074180,-2154.624808,5793.796670,7538.544676
4209.238374,2519.188255,-4164.481888,4905.506819
6195.652726,2040.361318,5578.239277,6522.973786
7030.506614,6145.659244,-199.427803,9337.941465
8622.311497,-4568.704571,-4227.924196,9757.936104
5119.154350,-4215.728688,3493.190632,6631.599327
11730.085142,4193.687857,-2897.572974,12457.203349
4900.654938,-5258.159223,995.907868,7187.813106
11330.842409,-870.900754,5287.340158,11364.262308
5877.942461,-4252.162871,-3986.692509,7254.729262
8724.364527,-5616.641457,2663.881518,10375.991406
8477.677163,-5981.735489,-1756.004642,10375.556349
7658.831063,-2289.196385,-5792.647123,7993.629547
3024.202719,3446.316759,-1071.561268,4585.073750
11125.378310,4566.334325,-3022.967257,12026.032251
9397.869419,-4082.207904,-4549.770688,10246.188120
4427.511906,-315.651505,5024.418384,4438.749548
11163.932757,4358.794133,3277.555265,11984.676921
11140.134883,790.005188,5411.227764,11168.111452
8289.572936,-6187.825135,-828.524801,10344.380086
12102.213932,1890.143738,-4427.834742,12248.927521
7928.586162,1917.303485,-5942.017859,8157.115372
7642.228622,-5559.508986,-2802.299165,9450.491970
3283.250698,-3936.555473,286.715499,5126.032007
8137.861841,-5556.644040,-2850.714187,9853.988448
7149.003695,-3118.946711,-5323.782951,7799.748869
11484.477744,3347.392586,-4062.912705,11962.368752
9226.430566,-5139.190577,-3373.895000,10561.169480
7976.493915,5099.389695,-3602.995901,9467.218728
11757.241790,4689.158029,-1952.279180,12657.840951
10592.774919,-1784.375451,5450.748874,10742.014533
11853.078942,4684.739758,-1768.192682,12745.284109
4484.524237,5072.727264,177.914885,6770.784262
11988.496018,2647.595908,-4130.541487,12277.369460
9033.611770,-5439.250100,-2930.249359,10544.741972
7136.667849,5991.537768,-1462.010674,9318.291303
5740.306024,-3759.592948,-4381.919818,6861.898599
8148.448542,4804.123670,3991.759575,9459.218672
3689.575382,-3412.640134,2778.820498,5025.841142
4521.882075,4799.730021,1731.986384,6594.302524
5526.798382,4494.126521,3472.789453,7123.389189
9196.850061,-4712.532044,3954.194435,10333.925165
4812.070266,-1647.388965,-5034.488271,5086.247206
3206.030779,-3847.019736,188.818725,5007.813316
4032.122047,735.082421,-4661.890732,4098.579555
7493.849341,-5978.470907,1689.339503,9586.443153
11950.556021,3858.045022,-3077.015413,12557.878029
4125.661969,926.188190,-4710.473418,4228.346160
4866.913941,-5114.461070,1498.386539,7060.068225
3149.780712,3766.546037,292.536165,4909.988553
4066.485271,-3276.689325,-3436.279078,5222.355349
4352.467459,-3210.333517,-3805.336794,5408.346722
5953.838479,-4455.432895,-3802.715140,7436.334777
11984.816205,4572.548995,-1778.014778,12827.471449
4310.507517,2592.857519,-4212.000286,5030.247028
10372.316093,-2840.847569,5085.931302,10754.318019
7769.541454,4756.156288,-4033.340039,9109.708944
4097.816205,-3397.132691,-3355.972769,5322.838357
4464.061423,-5048.549022,368.485263,6739.116531
5329.737521,-4103.215402,3789.159133,6726.252945
10703.668633,5355.077951,-1915.486720,11968.516285
3963.788653,2606.394321,-3862.068040,4743.934216
7880.248242,-6089.764427,1364.505011,9959.093490
5258.750563,3299.543237,-4464.449827,6208.175501
5358.650527,-1504.754523,5394.539374,5565.916065
7125.227951,6163.162599,-176.796557,9420.904764
7390.194006,-6107.460004,1077.141838,9587.285077
11603.305591,2882.721841,-4309.815525,11956.035541
7351.278000,-6175.528200,515.094995,9600.960201
11557.179606,-1032.626099,-5113.667024,11603.220118
7962.740092,-196.576944,6239.622436,7965.166179
7148.894974,-6166.722973,161.296420,9441.142493
5135.480183,3942.177478,-3814.411434,6474.096074
6820.688205,-3285.569387,-5149.253705,7570.782904
4741.810290,4579.803319,2572.508086,6592.371596
7033.549253,6043.033329,1144.507626,9273.029005
7972.748027,-5961.457751,-1858.572096,9955.083607
3533.019178,3722.218007,-2023.887798,5131.971493
11362.942646,3405.054296,4111.922741,11862.160863
7615.576911,-5696.011555,-2508.512882,9510.076725
11605.938940,5183.636265,-3.841643,12710.936378
5639.159121,-4397.268500,-3673.617402,7150.949997
11832.335709,3930.345122,-3126.883449,12468.030362
7034.119609,-2272.796514,5713.821696,7392.187949
4537.613416,-5101.616046,-368.673481,6827.621972
11718.824738,5106.440242,-65.361737,12783.058523
6600.599916,-3806.368651,4710.559293,7619.472525
10921.821871,69.937391,5582.525071,10922.045789
5651.369218,3305.782958,4687.797874,6547.226512
3597.747787,-3659.434113,-2270.336021,5131.787911
4471.691965,4908.496859,1259.492844,6639.982714
11285.976720,-1222.923512,5244.201281,11352.040012
7660.713112,6182.279240,763.103783,9844.140490
4828.316519,4135.331867,3324.367867,6357.169973
3382.671690,-3234.300701,2467.780221,4680.082135
3202.730735,3700.682294,-1059.967176,4894.132569
11714.630153,3029.068968,-4114.747535,12099.909852
5457.793646,-800.898870,-5592.343553,5516.244237
4581.388283,1676.842594,4862.857800,4878.618624
3086.774685,3587.620603,-885.300795,4732.779262
7109.232593,-2373.246639,-5688.813680,7494.897442
10724.017513,-2392.883814,5149.920113,10987.740649
5472.546943,-661.207344,-5616.996677,5512.346614
4744.592797,-2364.741869,-4691.169873,5301.241828
2940.806962,-3486.320796,45.752493,4561.006279
5661.594150,3594.218338,4477.547841,6706.120621
7607.577464,-6162.100296,-884.998083,9790.133550
3723.257186,3479.959422,2748.368715,5096.347874
10535.514973,-2044.534866,5385.175554,10732.064040
3416.880120,3808.293744,-1537.737957,5116.460788
11659.856684,4873.243381,-1658.140785,12637.276564
5718.128010,-812.052623,-5706.238014,5775.501485
4920.453701,5257.544134,1060.281386,7200.877373
8222.459390,1066.415912,-6153.253517,8291.325667
5779.098448,3497.911609,-4614.341682,6755.247182
11405.222587,5241.079865,866.706035,12551.813431
4417.783707,1837.867381,4680.254573,4784.826997
10766.294848,5197.615725,-2235.284203,11955.263024
5470.307362,4518.732495,3401.429340,7095.294637
7585.305932,-1612.728099,6010.687946,7754.853836
9555.684937,-4707.448643,3846.587311,10652.285545
5866.944817,343.852359,5814.248598,5877.012501
4066.941456,2537.858067,4015.020064,4793.822731
11530.549650,-858.975352,5163.316479,11562.500331
7609.321018,6084.871579,1311.750837,9743.070794
11833.294734,3271.680675,3809.919137,12277.245567
10951.215197,-2779.790594,4823.538482,11298.510965
3582.680136,3847.555429,1894.346872,5257.307270
7775.479534,5715.018054,2493.222206,9649.845249
5703.616541,4189.378903,-3949.644595,7076.873409
5482.774566,3031.469317,-4780.935187,6265.031777
5659.223061,2916.928400,-4942.161476,6366.732046
5613.154649,210.112866,5715.192871,5617.085769
11105.699640,1882.545757,5153.037658,11264.126376
3696.521855,3721.803461,2357.974640,5245.578598
8663.891798,-4523.451621,-4270.302875,9773.670531
2913.124566,-3431.768140,307.340389,4501.480568
4801.397327,-5279.863912,326.147776,7136.552334
8523.234238,2781.669307,5577.360066,8965.668185
10985.289514,4672.582730,2995.622078,11937.739111
3787.898557,2020.183201,-4016.793397,4292.937880
8000.582958,2204.566233,-5843.387262,8298.761350
7860.892812,2708.833178,-5620.220106,8314.530233
9927.261475,-4485.888233,3954.242671,10893.746538
4932.846688,-5084.566787,1729.961569,7084.193381
8482.639745,2853.663919,-5543.368490,8949.780713
11078.005524,-371.919281,5488.605784,11084.246945
11448.980712,1945.652243,-4914.604728,11613.127141
8587.926357,-5522.546663,2879.266112,10210.337935
5649.309857,1991.933380,-5378.712322,5990.200368
7832.939621,5681.080324,-2576.979475,9676.239805
3441.306641,3528.099215,2156.009076,4928.496268
7370.226892,-6105.384553,-1076.569538,9570.578090
6166.932588,-3163.688667,-5016.185886,6931.088192
6079.771722,1084.364858,-5801.599573,6175.716262
8216.012879,-5736.073972,-2467.264377,10020.250109
4051.867652,3206.624317,3484.755974,5167.211142
3203.532741,-3782.872413,707.363519,4957.090449
5942.963467,2252.232228,5403.591022,6355.420110
11838.915479,4939.483029,-887.543890,12828.032285
7800.917767,5390.699190,-3135.887440,9482.296967
6763.534084,6093.097110,167.170360,9103.363428
6206.140772,-4020.301058,-4377.271180,7394.525264
8227.506152,364.492493,-6234.814740,8235.576012
8675.849792,-5519.107636,2869.207675,10282.554094
3774.598602,3502.250922,2801.846383,5149.112168
5562.390439,2766.359990,4978.764300,6212.321224
3222.036962,-3839.918679,504.345338,5012.633803
5618.234649,3101.648699,-4809.057135,6417.537317
4688.931583,-5034.962183,-1364.980927,6880.183397
4390.799981,-5003.226312,226.507252,6656.680705
3199.585852,3685.210172,1095.153240,4880.381505
11487.474081,4905.544591,-1897.662609,12491.053938
6917.858073,5768.712757,-2071.339079,9007.486175
6296.862635,1487.421611,5783.756984,6470.154719
8334.125147,-4812.332634,3973.762457,9623.730428
10921.508882,-2134.254686,5160.103803,11128.090552
4132.723733,-76.177699,4804.272956,4133.425758
3397.953627,-3355.524009,-2328.429000,4775.524078
3944.865069,2406.804589,-3971.687387,4621.111202
3116.556750,3730.436192,-221.025905,4860.975227
4105.996702,-147.440968,4781.447568,4108.643055
4490.399004,-4929.239638,1226.735279,6667.914714
11726.137755,3427.542336,-3778.419525,12216.806174
3759.979648,-2862.367148,3431.708559,4725.525647
11540.350123,4645.997413,2392.245585,12440.457102
9664.932349,-4469.980871,-4078.775448,10648.551371
4229.544000,485.331475,4860.652519,4257.298332
7554.958088,-5787.058078,2280.925805,9516.692330
8858.346146,-4548.663037,-4214.165038,9957.943155
3908.236921,3059.255978,3446.456216,4963.200879
8466.993928,1907.773549,5936.589200,8679.261841
11316.664109,2216.033657,-4889.215126,11531.595368
10922.885961,-1942.662355,5233.407673,11094.294693
8106.016079,-6185.364902,-857.005773,10196.383459
5240.907608,3214.534457,4511.958908,6148.198462
4362.960899,1789.630088,4656.528223,4715.739991
10881.147960,-2391.066090,-5067.864856,11140.762002
7540.994828,5731.041830,2413.309347,9471.612505
4279.054618,1520.457134,-4682.398675,4541.156056
6979.949054,6125.058886,443.627220,9286.335938
10670.124728,-1518.651055,5495.851074,10777.655717
11323.428281,70.528895,5362.725074,11323.647927
9441.146655,-3965.467157,4642.660836,10240.125973
7888.957054,1033.881281,-6155.985678,7956.415895
4369.329018,1464.493664,4773.507500,4608.229352
10975.794252,5336.346169,1539.575444,12204.288176
3381.943701,3572.085894,1946.212722,4919.079267
11705.413456,3640.641486,3593.705883,12258.506214
8018.245633,592.962369,-6215.329941,8040.141007
